n,k,alpha,metric,rule,win_share,mean_regret
50,2,10.0,mean_linear,Manhattan distance,0.0,0.000258078400723872
50,2,10.0,mean_skewed,Discrete metric,1.0,0.0
50,2,10.0,mean_skewed,Quadratic distance,0.0,0.0003921568627451055
50,2,10.0,mean_skewed,Manhattan distance,0.0,0.000258078400723872
50,3,0.1,coord_avg,Discrete metric,0.0994,0.009109184965327215
50,3,0.1,coord_avg,Quadratic distance,0.8574,0.00025944338664395805
50,3,0.1,coord_avg,Manhattan distance,0.0432,0.002759952286828957
50,3,0.1,coord_max,Discrete metric,0.0,0.017157456186979263
50,3,0.1,coord_max,Quadratic distance,0.9606,0.00012010173750650233
50,3,0.1,coord_max,Manhattan distance,0.0394,0.0036078335459425633
50,3,0.1,mean_linear,Discrete metric,0.0186,0.010797662085156954
50,3,0.1,mean_linear,Quadratic distance,0.789,9.594262814328157e-05
50,3,0.1,mean_linear,Manhattan distance,0.1924,0.0028482198440685142
50,3,0.1,mean_skewed,Discrete metric,0.166,0.009354146549772485
50,3,0.1,mean_skewed,Quadratic distance,0.8052,0.0007595794306173325
50,3,0.1,mean_skewed,Manhattan distance,0.0288,0.0032382951347823393
50,3,0.3,coord_avg,Discrete metric,0.4312,0.004057568439626598
50,3,0.3,coord_avg,Quadratic distance,0.5092,0.0005780490831661043
50,3,0.3,coord_avg,Manhattan distance,0.0596,0.001411678336361988
50,3,0.3,coord_max,Discrete metric,0.0034,0.010363641714263454
50,3,0.3,coord_max,Quadratic distance,0.9448,9.1855892242337e-05
50,3,0.3,coord_max,Manhattan distance,0.0518,0.0020408885796446385
50,3,0.3,mean_linear,Discrete metric,0.0588,0.0064857807249874685
50,3,0.3,mean_linear,Quadratic distance,0.7184,9.710500854705053e-05
50,3,0.3,mean_linear,Manhattan distance,0.2228,0.001794415060585235
50,3,0.3,mean_skewed,Discrete metric,0.3664,0.005216401581804156
50,3,0.3,mean_skewed,Quadratic distance,0.596,0.0016690049000545016
50,3,0.3,mean_skewed,Manhattan distance,0.0376,0.002535788327697571
50,3,1.0,coord_avg,Discrete metric,0.918,0.0004359249363118868
50,3,1.0,coord_avg,Quadratic distance,0.0608,0.0007990722465179536
50,3,1.0,coord_avg,Manhattan distance,0.0212,0.0005932700488305807
50,3,1.0,coord_max,Discrete metric,0.0092,0.004796763159227514
50,3,1.0,coord_max,Quadratic distance,0.9716,1.928201292298677e-05
50,3,1.0,coord_max,Manhattan distance,0.0192,0.001006704494599894
50,3,1.0,mean_linear,Discrete metric,0.1098,0.002873344577352557
50,3,1.0,mean_linear,Quadratic distance,0.7838,4.904744311425139e-05
50,3,1.0,mean_linear,Manhattan distance,0.1064,0.0008869560615190749
50,3,1.0,mean_skewed,Discrete metric,0.5674,0.001872349512302528
50,3,1.0,mean_skewed,Quadratic distance,0.4174,0.0021409467973703745
50,3,1.0,mean_skewed,Manhattan distance,0.0152,0.001975904164496828
50,3,3.0,coord_avg,Discrete metric,0.9996,2.356963298139774e-06
50,3,3.0,coord_avg,Quadratic distance,0.0004,0.0007739487179486647
50,3,3.0,coord_avg,Manhattan distance,0.0,0.0005572910141482383
50,3,3.0,coord_max,Discrete metric,0.0384,0.0024912969788341995
50,3,3.0,coord_max,Quadratic distance,0.9598,1.3719301609509871e-05
50,3,3.0,coord_max,Manhattan distance,0.0018,0.0005588457230412348
50,3,3.0,mean_linear,Discrete metric,0.1802,0.0015013680848617763
50,3,3.0,mean_linear,Quadratic distance,0.7544,4.974515876826998e-05
50,3,3.0,mean_linear,Manhattan distance,0.0654,0.00047170369971041517
50,3,3.0,mean_skewed,Discrete metric,0.631,0.000825303404496016
50,3,3.0,mean_skewed,Quadratic distance,0.364,0.0016591857574371105
50,3,3.0,mean_skewed,Manhattan distance,0.005,0.0014207902223684803
50,3,10.0,coord_avg,Discrete metric,1.0,0.0
50,3,10.0,coord_avg,Quadratic distance,0.0,0.0007742584213172097
50,3,10.0,coord_avg,Manhattan distance,0.0,0.0005690465030776021
50,3,10.0,coord_max,Discrete metric,0.1234,0.0010596432656854234
50,3,10.0,coord_max,Quadratic distance,0.8712,4.184537729928007e-05
50,3,10.0,coord_max,Manhattan distance,0.0054,0.00026438907136964166
50,3,10.0,mean_linear,Discrete metric,0.3084,0.0006573992785724299
50,3,10.0,mean_linear,Quadratic distance,0.6246,8.149430119687308e-05
50,3,10.0,mean_linear,Manhattan distance,0.067,0.00023589536209739457
50,3,10.0,mean_skewed,Discrete metric,0.6762,0.00035863312220287235
50,3,10.0,mean_skewed,Quadratic distance,0.304,0.0011384219608151685
50,3,10.0,mean_skewed,Manhattan distance,0.0198,0.0009213795761720679
50,5,0.1,coord_avg,Discrete metric,0.0074,0.010929734731961014
50,5,0.1,coord_avg,Quadratic distance,0.9156,0.00015888540734224795
50,5,0.1,coord_avg,Manhattan distance,0.077,0.002990506002624545
50,5,0.1,coord_max,Discrete metric,0.0,0.03879073018678154
50,5,0.1,coord_max,Quadratic distance,0.9764,1.0617332750769305e-05
50,5,0.1,coord_max,Manhattan distance,0.0236,0.0076331453818214694
50,5,0.1,mean_linear,Discrete metric,0.0038,0.01613683214421062
50,5,0.1,mean_linear,Quadratic distance,0.9304,0.0001309935176132938
50,5,0.1,mean_linear,Manhattan distance,0.0658,0.003565791412569064
50,5,0.1,mean_skewed,Discrete metric,0.1674,0.012140137428767505
50,5,0.1,mean_skewed,Quadratic distance,0.7306,0.0013010568187456562
50,5,0.1,mean_skewed,Manhattan distance,0.102,0.004154360180161916
50,5,0.3,coord_avg,Discrete metric,0.146,0.004558469629520257
50,5,0.3,coord_avg,Quadratic distance,0.7206,0.000516580304901688
50,5,0.3,coord_avg,Manhattan distance,0.1334,0.0013470646524357114
50,5,0.3,coord_max,Discrete metric,0.0,0.024923894757347465
50,5,0.3,coord_max,Quadratic distance,0.9966,1.5296157352802541e-06
50,5,0.3,coord_max,Manhattan distance,0.0034,0.006257300985419708
50,5,0.3,mean_linear,Discrete metric,0.0612,0.007806817785550305
50,5,0.3,mean_linear,Quadratic distance,0.8034,0.0002397081321420864
50,5,0.3,mean_linear,Manhattan distance,0.1354,0.0018977339911248065
50,5,0.3,mean_skewed,Discrete metric,0.3706,0.007143796752679693
50,5,0.3,mean_skewed,Quadratic distance,0.4458,0.0031720120032243107
50,5,0.3,mean_skewed,Manhattan distance,0.1836,0.00397689299320593
50,5,1.0,coord_avg,Discrete metric,0.7688,0.0005934757399877221
50,5,1.0,coord_avg,Quadratic distance,0.174,0.0013228664153688981
50,5,1.0,coord_avg,Manhattan distance,0.0572,0.000924202361398059
50,5,1.0,coord_max,Discrete metric,0.0006,0.013426065795207102
50,5,1.0,coord_max,Quadratic distance,0.9994,2.457516339869237e-07
50,5,1.0,coord_max,Manhattan distance,0.0,0.004353348372212807
50,5,1.0,mean_linear,Discrete metric,0.3026,0.0019433063333556156
50,5,1.0,mean_linear,Quadratic distance,0.5884,0.00032440549193535426
50,5,1.0,mean_linear,Manhattan distance,0.109,0.0008455110749702168
50,5,1.0,mean_skewed,Discrete metric,0.5892,0.0035567970361657145
50,5,1.0,mean_skewed,Quadratic distance,0.361,0.0042292371233117135
50,5,1.0,mean_skewed,Manhattan distance,0.0498,0.0037982673390335206
50,5,3.0,coord_avg,Discrete metric,0.9954,9.154604527836956e-06
50,5,3.0,coord_avg,Quadratic distance,0.0022,0.0014992652799089886
50,5,3.0,coord_avg,Manhattan distance,0.0024,0.0011028807965267912
50,5,3.0,coord_max,Discrete metric,0.0042,0.006838778649237529
50,5,3.0,coord_max,Quadratic distance,0.9958,1.7202614379084658e-06
50,5,3.0,coord_max,Manhattan distance,0.0,0.0025421403194141093
50,5,3.0,mean_linear,Discrete metric,0.5786,0.0003862894728559917
50,5,3.0,mean_linear,Quadratic distance,0.3996,0.00043324342240871807
50,5,3.0,mean_linear,Manhattan distance,0.0218,0.0006413200114883838
50,5,3.0,mean_skewed,Discrete metric,0.6506,0.0017069101549862299
50,5,3.0,mean_skewed,Quadratic distance,0.349,0.003222407322742253
50,5,3.0,mean_skewed,Manhattan distance,0.0004,0.002791719384532607
50,5,10.0,coord_avg,Discrete metric,1.0,0.0
50,5,10.0,coord_avg,Quadratic distance,0.0,0.001498910675381151
50,5,10.0,coord_avg,Manhattan distance,0.0,0.0011452373575126609
50,5,10.0,coord_max,Discrete metric,0.047,0.0029497516339868648
50,5,10.0,coord_max,Quadratic distance,0.953,2.0122004357298117e-05
50,5,10.0,coord_max,Manhattan distance,0.0,0.0012832850032498178
50,5,10.0,mean_linear,Discrete metric,0.8616,5.4964633284972454e-05
50,5,10.0,mean_linear,Quadratic distance,0.1372,0.0006998122385099381
50,5,10.0,mean_linear,Manhattan distance,0.0012,0.0006874785754726812
50,5,10.0,mean_skewed,Discrete metric,0.7088,0.0007092688453159062
50,5,10.0,mean_skewed,Quadratic distance,0.2912,0.002162210021786518
50,5,10.0,mean_skewed,Manhattan distance,0.0,0.00181841284590867
50,10,0.1,coord_avg,Discrete metric,0.0,0.010802673178094675
50,10,0.1,coord_avg,Quadratic distance,0.9396,3.073039976295838e-05
50,10,0.1,coord_avg,Manhattan distance,0.0604,0.002561895625790575
50,10,0.1,coord_max,Discrete metric,0.0,0.07777556323885483
50,10,0.1,coord_max,Quadratic distance,1.0,0.0
50,10,0.1,coord_max,Manhattan distance,0.0,0.017642481194323007
50,10,0.1,mean_linear,Discrete metric,0.0,0.026236615361691817
50,10,0.1,mean_linear,Quadratic distance,0.9546,6.493280483702842e-05
50,10,0.1,mean_linear,Manhattan distance,0.0454,0.006316978111082102
50,10,0.1,mean_skewed,Discrete metric,0.1452,0.01244354979356192
50,10,0.1,mean_skewed,Quadratic distance,0.4216,0.0019161956116630395
50,10,0.1,mean_skewed,Manhattan distance,0.4332,0.004464643171483067
50,10,0.3,coord_avg,Discrete metric,0.0358,0.004603718886930806
50,10,0.3,coord_avg,Quadratic distance,0.7294,0.00025862388637707475
50,10,0.3,coord_avg,Manhattan distance,0.2348,0.0009775036285510387
50,10,0.3,coord_max,Discrete metric,0.0,0.04955789938280385
50,10,0.3,coord_max,Quadratic distance,1.0,0.0
50,10,0.3,coord_max,Manhattan distance,0.0,0.014703300419261742
50,10,0.3,mean_linear,Discrete metric,0.0338,0.011527459868306254
50,10,0.3,mean_linear,Quadratic distance,0.7844,0.00040355390043617643
50,10,0.3,mean_linear,Manhattan distance,0.1818,0.002588120818350868
50,10,0.3,mean_skewed,Discrete metric,0.3358,0.008813407417163728
50,10,0.3,mean_skewed,Quadratic distance,0.2804,0.004398023635176408
50,10,0.3,mean_skewed,Manhattan distance,0.3838,0.0050526563773342715
50,10,1.0,coord_avg,Discrete metric,0.7018,0.0003796312588358858
50,10,1.0,coord_avg,Quadratic distance,0.1616,0.0017456341947898963
50,10,1.0,coord_avg,Manhattan distance,0.1366,0.0009904034411721348
50,10,1.0,coord_max,Discrete metric,0.0,0.02526383428919584
50,10,1.0,coord_max,Quadratic distance,1.0,0.0
50,10,1.0,coord_max,Manhattan distance,0.0,0.009673619834968769
50,10,1.0,mean_linear,Discrete metric,0.5464,0.0014818369315957802
50,10,1.0,mean_linear,Quadratic distance,0.2386,0.002391790538362371
50,10,1.0,mean_linear,Manhattan distance,0.215,0.001387713507283703
50,10,1.0,mean_skewed,Discrete metric,0.5876,0.004535326262177924
50,10,1.0,mean_skewed,Quadratic distance,0.3094,0.005826504847058147
50,10,1.0,mean_skewed,Manhattan distance,0.103,0.00510861433719974
50,10,3.0,coord_avg,Discrete metric,0.9992,3.97408096785494e-07
50,10,3.0,coord_avg,Quadratic distance,0.0,0.0030299012964320154
50,10,3.0,coord_avg,Manhattan distance,0.0008,0.0021778317199079873
50,10,3.0,coord_max,Discrete metric,0.001,0.012391512085964222
50,10,3.0,coord_max,Quadratic distance,0.999,4.400132934529732e-07
50,10,3.0,coord_max,Manhattan distance,0.0,0.005735173982245874
50,10,3.0,mean_linear,Discrete metric,0.9782,2.3765460869798017e-05
50,10,3.0,mean_linear,Quadratic distance,0.0102,0.004479511135704196
50,10,3.0,mean_linear,Manhattan distance,0.0116,0.0031774278120008173
50,10,3.0,mean_skewed,Discrete metric,0.7198,0.0021004840314150022
50,10,3.0,mean_skewed,Quadratic distance,0.2734,0.004960065331957845
50,10,3.0,mean_skewed,Manhattan distance,0.0068,0.004183947731273606
50,10,10.0,coord_avg,Discrete metric,1.0,0.0
50,10,10.0,coord_avg,Quadratic distance,0.0,0.003098703888335252
50,10,10.0,coord_avg,Manhattan distance,0.0,0.002363815969529295
50,10,10.0,coord_max,Discrete metric,0.0448,0.0048502875373875425
50,10,10.0,coord_max,Quadratic distance,0.9552,1.9712595546693202e-05
50,10,10.0,coord_max,Manhattan distance,0.0,0.0028498501346988525
50,10,10.0,mean_linear,Discrete metric,1.0,0.0
50,10,10.0,mean_linear,Quadratic distance,0.0,0.004937162631607244
50,10,10.0,mean_linear,Manhattan distance,0.0,0.0037975426231129424
50,10,10.0,mean_skewed,Discrete metric,0.8298,0.0006503638031657685
50,10,10.0,mean_skewed,Quadratic distance,0.1644,0.003891041769267509
50,10,10.0,mean_skewed,Manhattan distance,0.0058,0.0030714244900417365
